detection_value,reward,turn,episode,adversarial,actions_taken,malware
0.9450030810025961,4.0,3,3,0,[overlay_append; imports_append; upx_pack],28d9aa1d8dc21fafb3e50395045419af3f8cc0a20e6f54b6332c891203a67187
0.9490508352545637,4.5,4,3,0,[overlay_append; imports_append; upx_pack; section_add],28d9aa1d8dc21fafb3e50395045419af3f8cc0a20e6f54b6332c891203a67187
0.9490508352545637,5.0,5,3,0,[overlay_append; imports_append; upx_pack; section_add; section_append],28d9aa1d8dc21fafb3e50395045419af3f8cc0a20e6f54b6332c891203a67187
0.9737887856221281,4.711010927414788,6,3,0,[overlay_append],28d9aa1d8dc21fafb3e50395045419af3f8cc0a20e6f54b6332c891203a67187
0.9925516958188961,5.211152474238478,7,3,0,[overlay_append; remove_debug],28d9aa1d8dc21fafb3e50395045419af3f8cc0a20e6f54b6332c891203a67187
0.9925516958188961,4.568921979390782,8,3,0,[overlay_append; remove_debug; remove_debug],28d9aa1d8dc21fafb3e50395045419af3f8cc0a20e6f54b6332c891203a67187
0.9925516958188961,3.7266914845430867,9,3,0,[overlay_append; remove_debug; remove_debug; remove_debug],28d9aa1d8dc21fafb3e50395045419af3f8cc0a20e6f54b6332c891203a67187
0.9925516958188961,5.368921979390783,10,3,0,[overlay_append; remove_debug; remove_debug; remove_debug; overlay_append],28d9aa1d8dc21fafb3e50395045419af3f8cc0a20e6f54b6332c891203a67187
0.7702225582827323,7.289810415150308,1,4,1,[remove_debug],6df3bbc1a69c851ff62e565bc110b95b859b7ec93a60182d933d8c8c840e67fc
0.9953998402084931,4.858169669395034,1,5,0,[remove_signature],a0fbfb2f3ce700496af77ffbb7ab50b23307d46bf0b6c56c855393d979975b41
0.991141030997474,2.8590270474187203,2,5,0,[remove_signature; section_add],a0fbfb2f3ce700496af77ffbb7ab50b23307d46bf0b6c56c855393d979975b41
0.9947453412184932,2.357883876720472,3,5,0,[overlay_append],a0fbfb2f3ce700496af77ffbb7ab50b23307d46bf0b6c56c855393d979975b41
0.9947453412184932,2.3580982212263937,4,5,0,[break_optional_header_checksum],a0fbfb2f3ce700496af77ffbb7ab50b23307d46bf0b6c56c855393d979975b41
0.9947453412184932,2.3580982212263937,5,5,0,[break_optional_header_checksum],a0fbfb2f3ce700496af77ffbb7ab50b23307d46bf0b6c56c855393d979975b41
0.9898867557696923,2.3587412547441584,6,5,0,[section_add],a0fbfb2f3ce700496af77ffbb7ab50b23307d46bf0b6c56c855393d979975b41
0.9947453412184932,2.357883876720472,7,5,0,[overlay_append],a0fbfb2f3ce700496af77ffbb7ab50b23307d46bf0b6c56c855393d979975b41
0.9947453412184932,2.357883876720472,8,5,0,[overlay_append],a0fbfb2f3ce700496af77ffbb7ab50b23307d46bf0b6c56c855393d979975b41
0.9947453412184932,2.3580982212263937,9,5,0,[break_optional_header_checksum],a0fbfb2f3ce700496af77ffbb7ab50b23307d46bf0b6c56c855393d979975b41
0.9946629386476149,2.358169669395034,10,5,0,[section_rename],a0fbfb2f3ce700496af77ffbb7ab50b23307d46bf0b6c56c855393d979975b41
0.9061045155266761,3.0,1,6,0,[imports_append],437497a78ac160bdc35212d31228386e5e91aa6c2c7e05697318f8d00f24a4a3
0.9175105293692581,1.0,2,6,0,[imports_append; section_rename],437497a78ac160bdc35212d31228386e5e91aa6c2c7e05697318f8d00f24a4a3
0.9175105293692581,1.5,3,6,0,[imports_append; section_rename; remove_debug],437497a78ac160bdc35212d31228386e5e91aa6c2c7e05697318f8d00f24a4a3
0.9175105293692581,1.6,4,6,0,[imports_append; section_rename; remove_debug; remove_debug],437497a78ac160bdc35212d31228386e5e91aa6c2c7e05697318f8d00f24a4a3
0.9353045395410756,2.0,5,6,0,[imports_append; section_rename; remove_debug; remove_debug; section_append],437497a78ac160bdc35212d31228386e5e91aa6c2c7e05697318f8d00f24a4a3
0.9402758743723499,0.5,6,6,0,[upx_unpack],437497a78ac160bdc35212d31228386e5e91aa6c2c7e05697318f8d00f24a4a3
0.9089818264697247,1.0,7,6,0,[upx_unpack; section_add],437497a78ac160bdc35212d31228386e5e91aa6c2c7e05697318f8d00f24a4a3
0.9089818264697247,1.5,8,6,0,[upx_unpack; section_add; remove_signature],437497a78ac160bdc35212d31228386e5e91aa6c2c7e05697318f8d00f24a4a3
0.9950428060003244,2.0,9,6,0,[upx_unpack; section_add; remove_signature; imports_append],437497a78ac160bdc35212d31228386e5e91aa6c2c7e05697318f8d00f24a4a3
0.9402758743723499,0.5,10,6,0,[remove_debug],437497a78ac160bdc35212d31228386e5e91aa6c2c7e05697318f8d00f24a4a3
0.9937665904005787,4.51186402376033,1,7,0,[overlay_append],6f18354555132d5dbb5012039425660be1387af4fdf82373034c2a5654d5501c
0.9937665904005787,5.01186402376033,2,7,0,[overlay_append; remove_debug],6f18354555132d5dbb5012039425660be1387af4fdf82373034c2a5654d5501c
0.9942363169108555,3.018078512396694,3,7,0,[overlay_append; remove_debug; section_add],6f18354555132d5dbb5012039425660be1387af4fdf82373034c2a5654d5501c
0.9937665904005787,4.51186402376033,4,7,0,[upx_unpack],6f18354555132d5dbb5012039425660be1387af4fdf82373034c2a5654d5501c
0.9959878323978409,5.018078512396694,5,7,0,[upx_unpack; imports_append],6f18354555132d5dbb5012039425660be1387af4fdf82373034c2a5654d5501c
0.9937665904005787,4.51186402376033,6,7,0,[upx_unpack],6f18354555132d5dbb5012039425660be1387af4fdf82373034c2a5654d5501c
0.9937665904005787,5.01186402376033,7,7,0,[upx_unpack; remove_debug],6f18354555132d5dbb5012039425660be1387af4fdf82373034c2a5654d5501c
0.9959878323978409,5.518078512396694,8,7,0,[upx_unpack; remove_debug; imports_append],6f18354555132d5dbb5012039425660be1387af4fdf82373034c2a5654d5501c
0.9959878323978409,6.018078512396694,9,7,0,[upx_unpack; remove_debug; imports_append; section_append],6f18354555132d5dbb5012039425660be1387af4fdf82373034c2a5654d5501c
0.9959878323978409,5.214462809917356,10,7,0,[upx_unpack; remove_debug; imports_append; section_append; upx_unpack],6f18354555132d5dbb5012039425660be1387af4fdf82373034c2a5654d5501c
0.9895740806706482,4.504252772177419,1,8,0,[section_add],3a7e1711816e8b2adb612b27cf4e8958b60178dbf5921dabef9f6ff4e3a41c19
0.9817091064896841,2.006615423387097,2,8,0,[section_add; section_add],3a7e1711816e8b2adb612b27cf4e8958b60178dbf5921dabef9f6ff4e3a41c19
0.9895740806706482,4.504252772177419,3,8,0,[section_add],3a7e1711816e8b2adb612b27cf4e8958b60178dbf5921dabef9f6ff4e3a41c19
0.9895740806706482,5.004252772177419,4,8,0,[section_add; remove_signature],3a7e1711816e8b2adb612b27cf4e8958b60178dbf5921dabef9f6ff4e3a41c19
0.992558202523461,3.098758820564516,5,8,0,[section_add; remove_signature; overlay_append],3a7e1711816e8b2adb612b27cf4e8958b60178dbf5921dabef9f6ff4e3a41c19
0.992558202523461,2.09521484375,6,8,0,[upx_unpack],3a7e1711816e8b2adb612b27cf4e8958b60178dbf5921dabef9f6ff4e3a41c19
0.9895740806706482,5.004252772177419,7,8,0,[upx_unpack; section_add],3a7e1711816e8b2adb612b27cf4e8958b60178dbf5921dabef9f6ff4e3a41c19
0.9895740806706482,5.504252772177419,8,8,0,[upx_unpack; section_add; remove_signature],3a7e1711816e8b2adb612b27cf4e8958b60178dbf5921dabef9f6ff4e3a41c19
0.9817091064896841,2.806615423387097,9,8,0,[upx_unpack; section_add; remove_signature; section_add],3a7e1711816e8b2adb612b27cf4e8958b60178dbf5921dabef9f6ff4e3a41c19
0.992558202523461,2.095451108870968,10,8,0,[section_rename],3a7e1711816e8b2adb612b27cf4e8958b60178dbf5921dabef9f6ff4e3a41c19
0.9904928208858308,4.544945455609908,1,9,0,[section_rename],291d090ded40c3af280b2112f7334199dcfe8a22f77178b2cacf9cc2dca3e1b4
0.9904928208858308,5.044945455609908,2,9,0,[section_rename; remove_signature],291d090ded40c3af280b2112f7334199dcfe8a22f77178b2cacf9cc2dca3e1b4
0.9905028163993516,3.0450674242818483,3,9,0,[section_rename; remove_signature; section_add],291d090ded40c3af280b2112f7334199dcfe8a22f77178b2cacf9cc2dca3e1b4
0.9900996497213471,4.544579549594088,4,9,0,[section_append],291d090ded40c3af280b2112f7334199dcfe8a22f77178b2cacf9cc2dca3e1b4
0.9900996497213471,5.044579549594088,5,9,0,[section_append; overlay_append],291d090ded40c3af280b2112f7334199dcfe8a22f77178b2cacf9cc2dca3e1b4
0.9904700057624716,2.0448234869379682,6,9,0,[section_add],291d090ded40c3af280b2112f7334199dcfe8a22f77178b2cacf9cc2dca3e1b4
0.9909431424660972,4.544640533930059,7,9,0,[imports_append],291d090ded40c3af280b2112f7334199dcfe8a22f77178b2cacf9cc2dca3e1b4
0.9909431424660972,5.044640533930059,8,9,0,[imports_append; upx_unpack],291d090ded40c3af280b2112f7334199dcfe8a22f77178b2cacf9cc2dca3e1b4
0.9885572646845495,5.544762502601999,9,9,0,[imports_append; upx_unpack; remove_debug],291d090ded40c3af280b2112f7334199dcfe8a22f77178b2cacf9cc2dca3e1b4
0.9885572646845495,6.044762502601999,10,9,0,[imports_append; upx_unpack; remove_debug; remove_signature],291d090ded40c3af280b2112f7334199dcfe8a22f77178b2cacf9cc2dca3e1b4
0.9899425145421001,2.2298677884615383,1,10,0,[overlay_append],2de3d3f5fcea6430d2d0a605c5d12ac8aa604cb59ddf63c0199d6682205b8216
0.9899425145421001,2.7334735576923075,2,10,0,[overlay_append; section_add],2de3d3f5fcea6430d2d0a605c5d12ac8aa604cb59ddf63c0199d6682205b8216
0.982456564637712,4.732572115384615,3,10,0,[imports_append],2de3d3f5fcea6430d2d0a605c5d12ac8aa604cb59ddf63c0199d6682205b8216
0.983971261588299,2.7361778846153846,4,10,0,[imports_append; section_add],2de3d3f5fcea6430d2d0a605c5d12ac8aa604cb59ddf63c0199d6682205b8216
0.9899425145421001,2.2298677884615383,5,10,0,[break_optional_header_checksum],2de3d3f5fcea6430d2d0a605c5d12ac8aa604cb59ddf63c0199d6682205b8216
0.9899425145421001,2.2298677884615383,6,10,0,[upx_unpack],2de3d3f5fcea6430d2d0a605c5d12ac8aa604cb59ddf63c0199d6682205b8216
0.9899425145421001,2.7314453125,7,10,0,[upx_unpack; section_rename],2de3d3f5fcea6430d2d0a605c5d12ac8aa604cb59ddf63c0199d6682205b8216
0.9899425145421001,3.235051081730769,8,10,0,[upx_unpack; section_rename; section_add],2de3d3f5fcea6430d2d0a605c5d12ac8aa604cb59ddf63c0199d6682205b8216
0.9899425145421001,2.2298677884615383,9,10,0,[overlay_append],2de3d3f5fcea6430d2d0a605c5d12ac8aa604cb59ddf63c0199d6682205b8216
0.9899425145421001,2.7314453125,10,10,0,[overlay_append; section_rename],2de3d3f5fcea6430d2d0a605c5d12ac8aa604cb59ddf63c0199d6682205b8216
